UNIXTIME;Дата;Время;H2;T2
1678125840;07.03.2023;00:04:00;32.95;24.28
1678126140;07.03.2023;00:09:00;33.01;24.24
1678126500;07.03.2023;00:15:00;33.09;24.21
1678126740;07.03.2023;00:19:00;33.2;24.14
1678127400;07.03.2023;00:30:00;33.5;24.1
1678127880;07.03.2023;00:38:00;34.11;24.07
1678128300;07.03.2023;00:45:00;34.64;24.14
1678128840;07.03.2023;00:54:00;34.04;24.26
1678129140;07.03.2023;00:59:00;34.09;24.14
1678129500;07.03.2023;01:05:00;33.84;24.29
1678130040;07.03.2023;01:14:00;33.48;24.64
1678130340;07.03.2023;01:19:00;33.35;24.72
1678130640;07.03.2023;01:24:00;32.95;24.91
1678130940;07.03.2023;01:29:00;32.44;25.23
1678131540;07.03.2023;01:39:00;31.99;25.4
1678131900;07.03.2023;01:45:00;31.89;25.36
1678132140;07.03.2023;01:49:00;31.51;25.5
1678132800;07.03.2023;02:00:00;31.44;25.36
1678133100;07.03.2023;02:05:00;31.34;25.29
1678133340;07.03.2023;02:09:00;31.36;25.18
1678133640;07.03.2023;02:14:00;31.46;24.98
1678134000;07.03.2023;02:20:00;31.44;24.93
1678134540;07.03.2023;02:29:00;31.5;24.75
1678134840;07.03.2023;02:34:00;31.25;24.74
1678135200;07.03.2023;02:40:00;31.28;24.69
1678135740;07.03.2023;02:49:00;31.2;24.66
1678136100;07.03.2023;02:55:00;31.26;24.59
1678136340;07.03.2023;02:59:00;31.29;24.6
1678136940;07.03.2023;03:09:00;31.19;24.49
1678137240;07.03.2023;03:14:00;30.96;24.51
1678137540;07.03.2023;03:19:00;31.03;24.51
1678137840;07.03.2023;03:24:00;31;24.47
1678138140;07.03.2023;03:29:00;30.86;24.49
1678138440;07.03.2023;03:34:00;30.73;24.45
1678139040;07.03.2023;03:44:00;30.59;24.43
1678139640;07.03.2023;03:54:00;30.62;24.44
1678139940;07.03.2023;03:59:00;30.47;24.45
1678140540;07.03.2023;04:09:00;30.46;24.41
1678141140;07.03.2023;04:19:00;30.38;24.43
1678141440;07.03.2023;04:24:00;30.25;24.44
1678142040;07.03.2023;04:34:00;30.16;24.47
1678142340;07.03.2023;04:39:00;30.3;24.46
1678142640;07.03.2023;04:44:00;30.12;24.49
1678142940;07.03.2023;04:49:00;30.09;24.47
1678143240;07.03.2023;04:54:00;29.96;24.47
1678143540;07.03.2023;04:59:00;29.91;24.45
1678144140;07.03.2023;05:09:00;29.71;24.45
1678144740;07.03.2023;05:19:00;29.57;24.4
1678145040;07.03.2023;05:24:00;29.56;24.42
1678145340;07.03.2023;05:29:00;29.52;24.38
1678145940;07.03.2023;05:39:00;29.54;24.4
1678146240;07.03.2023;05:44:00;29.38;24.4
1678146900;07.03.2023;05:55:00;29.06;24.25
1678147140;07.03.2023;05:59:00;29.07;24.22
1678147440;07.03.2023;06:04:00;29.03;24.23
1678148040;07.03.2023;06:14:00;28.93;24.24
1678148340;07.03.2023;06:19:00;28.74;24.32
1678148700;07.03.2023;06:25:00;28.62;24.34
1678149240;07.03.2023;06:34:00;28.47;24.37
1678149540;07.03.2023;06:39:00;28.45;24.37
1678150140;07.03.2023;06:49:00;28.34;24.35
1678150740;07.03.2023;06:59:00;28.11;24.31
1678151100;07.03.2023;07:05:00;28.05;24.3
1678151340;07.03.2023;07:09:00;27.92;24.34
1678151640;07.03.2023;07:14:00;27.79;24.35
1678152240;07.03.2023;07:24:00;27.88;24.37
1678152900;07.03.2023;07:35:00;27.74;24.39
1678153140;07.03.2023;07:39:00;27.69;24.35
1678153440;07.03.2023;07:44:00;27.61;24.36
1678153740;07.03.2023;07:49:00;27.63;24.36
1678154340;07.03.2023;07:59:00;27.43;24.37
1678154640;07.03.2023;08:04:00;27.53;24.36
1678154940;07.03.2023;08:09:00;27.58;24.37
1678155240;07.03.2023;08:14:00;27.44;24.39
1678155540;07.03.2023;08:19:00;27.45;24.42
1678155840;07.03.2023;08:24:00;27.27;24.44
1678156140;07.03.2023;08:29:00;27.37;24.4
1678156440;07.03.2023;08:34:00;27.25;24.32
1678156740;07.03.2023;08:39:00;27.28;24.26
1678157040;07.03.2023;08:44:00;27.28;24.26
1678157340;07.03.2023;08:49:00;27.23;24.28
1678158240;07.03.2023;09:04:00;27.24;24.23
1678158540;07.03.2023;09:09:00;27.22;24.29
1678158840;07.03.2023;09:14:00;27.14;24.3
1678159140;07.03.2023;09:19:00;27;24.34
1678159440;07.03.2023;09:24:00;27.04;24.32
1678160040;07.03.2023;09:34:00;27.63;24.6
1678160640;07.03.2023;09:44:00;27.05;24.9
1678160940;07.03.2023;09:49:00;26.86;25.07
1678161240;07.03.2023;09:54:00;26.89;25.28
1678161540;07.03.2023;09:59:00;27.19;25.38
1678162140;07.03.2023;10:09:00;26.75;25.86
1678162440;07.03.2023;10:14:00;26.41;26.02
1678162740;07.03.2023;10:19:00;25.93;26.15
1678163040;07.03.2023;10:24:00;26.02;26.18
1678163340;07.03.2023;10:29:00;25.92;26.31
1678163760;07.03.2023;10:36:00;25.89;25.89
1678164060;07.03.2023;10:41:00;26.4;25.69
1678164420;07.03.2023;10:47:00;26.48;25.54
1678164720;07.03.2023;10:52:00;26.35;25.42
1678165320;07.03.2023;11:02:00;26.29;25.23
1678166100;07.03.2023;11:15:00;26.47;25.32
1678166400;07.03.2023;11:20:00;26;25.25
1678166700;07.03.2023;11:25:00;25.76;25.21
1678167000;07.03.2023;11:30:00;25.75;25.14
1678167540;07.03.2023;11:39:00;25.99;25.2
1678167840;07.03.2023;11:44:00;25.94;25.26
1678168500;07.03.2023;11:55:00;26.28;25.25
1678169040;07.03.2023;12:04:00;26.23;25.27
1678169700;07.03.2023;12:15:00;26.24;25.36
1678170000;07.03.2023;12:20:00;26.09;25.35
1678170240;07.03.2023;12:24:00;26.31;25.3
1678170600;07.03.2023;12:30:00;26.23;25.23
1678170900;07.03.2023;12:35:00;26.84;25.26
1678171440;07.03.2023;12:44:00;27.58;25.54
1678171740;07.03.2023;12:49:00;28.16;25.71
1678172040;07.03.2023;12:54:00;26.64;25.84
1678172640;07.03.2023;13:04:00;26.99;25.63
1678172940;07.03.2023;13:09:00;27.12;25.78
1678173240;07.03.2023;13:14:00;26.89;25.85
1678173540;07.03.2023;13:19:00;26.71;25.88
1678173900;07.03.2023;13:25:00;26.26;25.85
1678174260;07.03.2023;13:31:00;26.61;25.73
1678174920;07.03.2023;13:42:00;26.03;25.62
1678175220;07.03.2023;13:47:00;26.43;25.49
1678175820;07.03.2023;13:57:00;26.44;25.52
1678176120;07.03.2023;14:02:00;26.41;25.44
1678176660;07.03.2023;14:11:00;26.72;25.39
1678176960;07.03.2023;14:16:00;27.84;25.44
1678177260;07.03.2023;14:21:00;27.93;25.57
1678177740;07.03.2023;14:29:00;27.47;25.81
1678178040;07.03.2023;14:34:00;27.66;25.88
1678178340;07.03.2023;14:39:00;27.32;26
1678178940;07.03.2023;14:49:00;27.65;25.97
1678179240;07.03.2023;14:54:00;27.18;26
1678179840;07.03.2023;15:04:00;27.55;25.88
1678180440;07.03.2023;15:14:00;27.65;25.97
1678180740;07.03.2023;15:19:00;27.97;25.93
1678181340;07.03.2023;15:29:00;28.19;25.83
1678181640;07.03.2023;15:34:00;28.25;25.76
1678182540;07.03.2023;15:49:00;28.44;25.88
1678183080;07.03.2023;15:58:00;28.29;26
1678183500;07.03.2023;16:05:00;28.26;26.01
1678183800;07.03.2023;16:10:00;28.21;26.01
1678184100;07.03.2023;16:15:00;28.45;25.99
1678184700;07.03.2023;16:25:00;29.41;26.19
1678185300;07.03.2023;16:35:00;28.81;26.36
1678185900;07.03.2023;16:45:00;28.59;26.53
1678186200;07.03.2023;16:50:00;28.4;26.51
1678186500;07.03.2023;16:55:00;28.61;26.48
1678186800;07.03.2023;17:00:00;29;26.51
1678187400;07.03.2023;17:10:00;28.13;26.6
1678187700;07.03.2023;17:15:00;28.15;26.62
1678188600;07.03.2023;17:30:00;27.49;26.48
1678189200;07.03.2023;17:40:00;27.56;26.34
1678189680;07.03.2023;17:48:00;27.81;26.12
1678190040;07.03.2023;17:54:00;27.91;26.05
1678190580;07.03.2023;18:03:00;28.29;25.65
1678190940;07.03.2023;18:09:00;28.62;25.35
1678191540;07.03.2023;18:19:00;28.58;25.54
1678192080;07.03.2023;18:28:00;28.54;25.55
1678192620;07.03.2023;18:37:00;28.71;25.47
1678192980;07.03.2023;18:43:00;28.56;25.44
1678193280;07.03.2023;18:48:00;28.61;25.43
1678193580;07.03.2023;18:53:00;28.45;25.24
1678194420;07.03.2023;19:07:00;28.39;25.14
1678194780;07.03.2023;19:13:00;27.72;25.07
1678195080;07.03.2023;19:18:00;28.04;25.02
1678195680;07.03.2023;19:28:00;27.44;24.92
1678196280;07.03.2023;19:38:00;27.16;24.88
1678196580;07.03.2023;19:43:00;27.04;24.83
1678197180;07.03.2023;19:53:00;26.71;24.73
1678197420;07.03.2023;19:57:00;26.42;24.66
1678197780;07.03.2023;20:03:00;26.54;24.67
1678198560;07.03.2023;20:16:00;26.06;24.72
1678198860;07.03.2023;20:21:00;25.27;24.65
1678199520;07.03.2023;20:32:00;24.92;24.5
1678199820;07.03.2023;20:37:00;24.99;24.39
1678200120;07.03.2023;20:42:00;25.37;24.28
1678200420;07.03.2023;20:47:00;25.36;24.29
1678200720;07.03.2023;20:52:00;25.1;24.32
1678201260;07.03.2023;21:01:00;24.97;24.39
1678201560;07.03.2023;21:06:00;24.86;24.43
1678201860;07.03.2023;21:11:00;24.38;24.44
1678202160;07.03.2023;21:16:00;24.48;24.33
1678202820;07.03.2023;21:27:00;24.43;24.36
1678203120;07.03.2023;21:32:00;24.67;24.42
1678203420;07.03.2023;21:37:00;24.77;24.4
1678203660;07.03.2023;21:41:00;24.97;24.39
1678203960;07.03.2023;21:46:00;24.75;24.32
1678204260;07.03.2023;21:51:00;24.88;24.34
1678204620;07.03.2023;21:57:00;24.74;24.35
1678204860;07.03.2023;22:01:00;24.73;24.37
1678205460;07.03.2023;22:11:00;24.89;24.47
1678206240;07.03.2023;22:24:00;25.37;24.52
1678206900;07.03.2023;22:35:00;25.59;24.63
1678207200;07.03.2023;22:40:00;26.13;24.76
1678207800;07.03.2023;22:50:00;24.73;24.93
1678208340;07.03.2023;22:59:00;23.79;25.08
1678208640;07.03.2023;23:04:00;23.71;25.14
1678209420;07.03.2023;23:17:00;23.44;25.16
1678209720;07.03.2023;23:22:00;23.16;25.16
1678210020;07.03.2023;23:27:00;23.16;25.16
1678210320;07.03.2023;23:32:00;23.42;25.23
1678210920;07.03.2023;23:42:00;23.19;25.42
1678211460;07.03.2023;23:51:00;22.72;25.68
1678211820;07.03.2023;23:57:00;22.73;25.96
1678212120;08.03.2023;00:02:00;22.63;26.01
1678212420;08.03.2023;00:07:00;22.43;25.97
1678213020;08.03.2023;00:17:00;22.19;26.11
1678213320;08.03.2023;00:22:00;21.79;26.11
1678213920;08.03.2023;00:32:00;21.48;26.27
1678214400;08.03.2023;00:40:00;21.52;26.34
1678214760;08.03.2023;00:46:00;21.64;26.38
1678215120;08.03.2023;00:52:00;21.33;26.32
1678215420;08.03.2023;00:57:00;21.29;26.42
1678215960;08.03.2023;01:06:00;21.16;26.43
1678216260;08.03.2023;01:11:00;21.11;26.28
1678216560;08.03.2023;01:16:00;20.95;26.29
1678216860;08.03.2023;01:21:00;20.8;26.26
1678217460;08.03.2023;01:31:00;20.76;26.18
1678217760;08.03.2023;01:36:00;20.74;25.93
1678218060;08.03.2023;01:41:00;20.88;25.77
1678218360;08.03.2023;01:46:00;20.98;25.53
1678218960;08.03.2023;01:56:00;21.13;25.23
1678219260;08.03.2023;02:01:00;21.17;25.02
1678219860;08.03.2023;02:11:00;21.43;24.79
1678220460;08.03.2023;02:21:00;21.57;24.64
1678220760;08.03.2023;02:26:00;21.53;24.54
1678221060;08.03.2023;02:31:00;21.65;24.46
1678221360;08.03.2023;02:36:00;21.32;24.41
1678221900;08.03.2023;02:45:00;21.71;24.28
1678222800;08.03.2023;03:00:00;21.42;24.25
1678223280;08.03.2023;03:08:00;21.59;24.18
1678223880;08.03.2023;03:18:00;21.72;24.18
1678224420;08.03.2023;03:27:00;21.52;24.1
1678224780;08.03.2023;03:33:00;21.54;24.11
1678225080;08.03.2023;03:38:00;21.39;24.06
1678225560;08.03.2023;03:46:00;21.36;23.97
1678225860;08.03.2023;03:51:00;21.38;24.01
1678226160;08.03.2023;03:56:00;21.29;24.01
1678226460;08.03.2023;04:01:00;21.4;24.07
1678226880;08.03.2023;04:08:00;21.38;23.92
1678227240;08.03.2023;04:14:00;21.36;23.96
1678227540;08.03.2023;04:19:00;21.32;23.99
1678228140;08.03.2023;04:29:00;21.13;23.96
1678228920;08.03.2023;04:42:00;21.19;24.04
1678229220;08.03.2023;04:47:00;21.14;24.04
1678229820;08.03.2023;04:57:00;20.91;24.02
1678230420;08.03.2023;05:07:00;20.63;23.99
1678230960;08.03.2023;05:16:00;20.95;23.87
1678231320;08.03.2023;05:22:00;20.9;23.95
1678231920;08.03.2023;05:32:00;20.81;23.94
1678232220;08.03.2023;05:37:00;20.84;23.93
1678232820;08.03.2023;05:47:00;20.82;23.98
1678233120;08.03.2023;05:52:00;20.65;23.94
1678233420;08.03.2023;05:57:00;20.69;23.99
1678234020;08.03.2023;06:07:00;20.59;23.92
1678234320;08.03.2023;06:12:00;20.55;23.96
1678234620;08.03.2023;06:17:00;20.6;23.94
1678235220;08.03.2023;06:27:00;20.46;23.99
1678235820;08.03.2023;06:37:00;20.36;23.94
1678236120;08.03.2023;06:42:00;20.55;23.97
1678236420;08.03.2023;06:47:00;20.42;24.02
1678236720;08.03.2023;06:52:00;20.36;24.01
1678237320;08.03.2023;07:02:00;20.44;24.01
1678237920;08.03.2023;07:12:00;20.41;24.02
1678238460;08.03.2023;07:21:00;20.17;24
1678238820;08.03.2023;07:27:00;20.38;23.96
1678239120;08.03.2023;07:32:00;20.28;23.99
1678239720;08.03.2023;07:42:00;20.32;23.99
1678240020;08.03.2023;07:47:00;20.3;24.06
1678240620;08.03.2023;07:57:00;20.25;24.1
1678240860;08.03.2023;08:01:00;20.26;24.16
1678241460;08.03.2023;08:11:00;20.18;24.12
1678242060;08.03.2023;08:21:00;19.94;24.1
1678242360;08.03.2023;08:26:00;20.25;24.09
1678242900;08.03.2023;08:35:00;20.05;24.12
1678243260;08.03.2023;08:41:00;20.04;24.1
1678243860;08.03.2023;08:51:00;20.23;24.1
1678244700;08.03.2023;09:05:00;20.34;24.34
1678245000;08.03.2023;09:10:00;20.13;24.24
1678245600;08.03.2023;09:20:00;19.91;24.16
1678245900;08.03.2023;09:25:00;20.1;24.09
1678246200;08.03.2023;09:30:00;20.06;24.14
1678246680;08.03.2023;09:38:00;20.13;24.21
1678246980;08.03.2023;09:43:00;20.18;24.17
1678247580;08.03.2023;09:53:00;20.23;24.17
1678247880;08.03.2023;09:58:00;20.05;24.23
1678248480;08.03.2023;10:08:00;20.23;24.2
1678248780;08.03.2023;10:13:00;20.29;24.29
1678249080;08.03.2023;10:18:00;20.41;24.37
1678249440;08.03.2023;10:24:00;20.48;24.55
1678249800;08.03.2023;10:30:00;20.62;24.63
1678250400;08.03.2023;10:40:00;20.57;24.76
1678250700;08.03.2023;10:45:00;20.37;24.76
1678251240;08.03.2023;10:54:00;20.23;24.79
1678251480;08.03.2023;10:58:00;20.11;24.78
1678252260;08.03.2023;11:11:00;19.97;24.65
1678252560;08.03.2023;11:16:00;20.08;24.57
1678252860;08.03.2023;11:21:00;20.15;24.62
1678253160;08.03.2023;11:26:00;19.95;24.65
1678254060;08.03.2023;11:41:00;20.32;24.77
1678254660;08.03.2023;11:51:00;20.81;24.86
1678255200;08.03.2023;12:00:00;21.07;24.88
1678255680;08.03.2023;12:08:00;21.02;24.94
1678256220;08.03.2023;12:17:00;20.93;24.88
1678256520;08.03.2023;12:22:00;21.12;24.83
1678257000;08.03.2023;12:30:00;22.23;24.82
1678257540;08.03.2023;12:39:00;22.04;25.31
1678257840;08.03.2023;12:44:00;21.93;25.48
1678258680;08.03.2023;12:58:00;21.6;26.12
1678258980;08.03.2023;13:03:00;21.39;26.3
1678259580;08.03.2023;13:13:00;21.1;26.3
1678260180;08.03.2023;13:23:00;21.27;26.69
1678260780;08.03.2023;13:33:00;20.93;26.83
1678261080;08.03.2023;13:38:00;20.62;26.86
1678261380;08.03.2023;13:43:00;19.46;26.46
1678262160;08.03.2023;13:56:00;20.75;26.35
1678262460;08.03.2023;14:01:00;21.05;26.33
1678263060;08.03.2023;14:11:00;22.32;25.96
1678263660;08.03.2023;14:21:00;22.96;25.62
1678263960;08.03.2023;14:26:00;23.13;25.4
1678264560;08.03.2023;14:36:00;23.47;25.73
1678264860;08.03.2023;14:41:00;23.42;26.03
1678265460;08.03.2023;14:51:00;23.28;26.69
1678265760;08.03.2023;14:56:00;22.98;27
1678266360;08.03.2023;15:06:00;22.98;27.37
1678266660;08.03.2023;15:11:00;23.01;27.6
1678267200;08.03.2023;15:20:00;22.32;27.86
1678267740;08.03.2023;15:29:00;22.73;28.01
1678268040;08.03.2023;15:34:00;23.85;28.06
1678268400;08.03.2023;15:40:00;23.45;28.11
1678269000;08.03.2023;15:50:00;23.4;28.14
1678269240;08.03.2023;15:54:00;24.53;28.22
1678269900;08.03.2023;16:05:00;24.11;28.39
1678270440;08.03.2023;16:14:00;24.21;28.49
1678270740;08.03.2023;16:19:00;24.23;28.54
1678271100;08.03.2023;16:25:00;23.53;28.57
1678271700;08.03.2023;16:35:00;23.15;28.59
1678272000;08.03.2023;16:40:00;23.46;28.47
1678272300;08.03.2023;16:45:00;21.73;28.05
1678272600;08.03.2023;16:50:00;24.16;27.58
1678272900;08.03.2023;16:55:00;24.48;27.67
1678273440;08.03.2023;17:04:00;25.41;27.72
1678273800;08.03.2023;17:10:00;25.92;27.66
1678274100;08.03.2023;17:15:00;26.4;27.75
1678274640;08.03.2023;17:24:00;27.05;27.77
1678275300;08.03.2023;17:35:00;27.16;28
1678275900;08.03.2023;17:45:00;27.15;28.24
1678276440;08.03.2023;17:54:00;27.55;28.37
1678276800;08.03.2023;18:00:00;27.33;28.39
1678277640;08.03.2023;18:14:00;27.34;28.02
1678278480;08.03.2023;18:28:00;28.15;27.45
1678278780;08.03.2023;18:33:00;29.44;27.09
1678279080;08.03.2023;18:38:00;29.5;26.62
1678279740;08.03.2023;18:49:00;29.82;25.93
1678280040;08.03.2023;18:54:00;30.1;25.51
1678280340;08.03.2023;18:59:00;29.71;25.31
1678280640;08.03.2023;19:04:00;29.85;25
1678280940;08.03.2023;19:09:00;29.56;24.95
1678281240;08.03.2023;19:14:00;29.65;24.91
1678282020;08.03.2023;19:27:00;30.35;25.55
1678282560;08.03.2023;19:36:00;30.7;25.75
1678282920;08.03.2023;19:42:00;30.68;25.81
1678283220;08.03.2023;19:47:00;31.13;25.83
1678283760;08.03.2023;19:56:00;30.91;26.33
1678284060;08.03.2023;20:01:00;31.41;26.43
1678284360;08.03.2023;20:06:00;31.36;26.56
1678284660;08.03.2023;20:11:00;31.48;26.67
1678284960;08.03.2023;20:16:00;31.27;26.7
1678285260;08.03.2023;20:21:00;30.88;26.6
1678285860;08.03.2023;20:31:00;30.63;26.49
1678286160;08.03.2023;20:36:00;31.28;25.39
1678286760;08.03.2023;20:46:00;32.86;23.88
1678287360;08.03.2023;20:56:00;33.56;23.82
1678287720;08.03.2023;21:02:00;33.2;24.23
1678288020;08.03.2023;21:07:00;33.11;24.47
1678288500;08.03.2023;21:15:00;32.85;24.6
1678288800;08.03.2023;21:20:00;32.61;24.81
1678289100;08.03.2023;21:25:00;31.96;24.97
1678289640;08.03.2023;21:34:00;31.85;25.07
1678290000;08.03.2023;21:40:00;31.59;24.9
1678290300;08.03.2023;21:45:00;31.74;24.83
1678290600;08.03.2023;21:50:00;31.86;24.66
1678291080;08.03.2023;21:58:00;32.08;24.44
1678291680;08.03.2023;22:08:00;32.28;24.31
1678291980;08.03.2023;22:13:00;32.21;24.24
1678292400;08.03.2023;22:20:00;32.46;24.15
1678292760;08.03.2023;22:26:00;32.36;24.07
1678293300;08.03.2023;22:35:00;32.32;23.93
1678293600;08.03.2023;22:40:00;32.53;23.83
1678294200;08.03.2023;22:50:00;32.77;23.77
1678294500;08.03.2023;22:55:00;32.66;23.69
1678294860;08.03.2023;23:01:00;32.97;23.69
1678295400;08.03.2023;23:10:00;32.75;23.73
1678295760;08.03.2023;23:16:00;32.69;23.66
1678296180;08.03.2023;23:23:00;32.52;23.8
1678296720;08.03.2023;23:32:00;32.33;23.93
1678297320;08.03.2023;23:42:00;32.16;24.01
1678297620;08.03.2023;23:47:00;31.75;23.98
1678298220;08.03.2023;23:57:00;31.82;23.63
1678298520;09.03.2023;00:02:00;31.9;23.56
1678298820;09.03.2023;00:07:00;31.86;23.46
1678299360;09.03.2023;00:16:00;31.89;23.41
1678299660;09.03.2023;00:21:00;31.86;23.37
1678299960;09.03.2023;00:26:00;31.91;23.36
1678300560;09.03.2023;00:36:00;31.85;23.35
1678301100;09.03.2023;00:45:00;31.91;23.26
1678301700;09.03.2023;00:55:00;32.03;23.14
1678302300;09.03.2023;01:05:00;32.26;22.96
1678302600;09.03.2023;01:10:00;32.25;22.89
1678303740;09.03.2023;01:29:00;32.38;22.72
1678304280;09.03.2023;01:38:00;32.33;22.7
1678304580;09.03.2023;01:43:00;32.41;22.65
1678305180;09.03.2023;01:53:00;32.39;22.57
1678305720;09.03.2023;02:02:00;32.2;22.64
1678306080;09.03.2023;02:08:00;32.4;22.47
1678306860;09.03.2023;02:21:00;32.64;22.13
1678307160;09.03.2023;02:26:00;32.73;22.06
1678307700;09.03.2023;02:35:00;32.69;22.05
1678308300;09.03.2023;02:45:00;32.73;22.02
1678308780;09.03.2023;02:53:00;32.88;21.91
1678309080;09.03.2023;02:58:00;32.95;21.87
1678309680;09.03.2023;03:08:00;32.98;21.78
1678309980;09.03.2023;03:13:00;33.03;21.77
1678310580;09.03.2023;03:23:00;33.11;21.71
1678310880;09.03.2023;03:28:00;33.02;21.78
1678311180;09.03.2023;03:33:00;32.93;21.86
1678311480;09.03.2023;03:38:00;32.93;21.85
1678312080;09.03.2023;03:48:00;32.95;21.88
1678312380;09.03.2023;03:53:00;32.96;21.85
1678312680;09.03.2023;03:58:00;32.91;21.88
1678312980;09.03.2023;04:03:00;32.9;21.86
1678313280;09.03.2023;04:08:00;33;21.78
1678314120;09.03.2023;04:22:00;33.02;21.7
1678314600;09.03.2023;04:30:00;33.05;21.72
1678314960;09.03.2023;04:36:00;32.92;21.69
1678315500;09.03.2023;04:45:00;33.09;21.64
1678315860;09.03.2023;04:51:00;33.08;21.66
1678316160;09.03.2023;04:56:00;33.05;21.67
1678316460;09.03.2023;05:01:00;33.08;21.63
1678316760;09.03.2023;05:06:00;33.2;21.52
1678317060;09.03.2023;05:11:00;33.2;21.53
1678317360;09.03.2023;05:16:00;33.23;21.55
1678317660;09.03.2023;05:21:00;33.18;21.66
1678318260;09.03.2023;05:31:00;32.98;21.75
1678319040;09.03.2023;05:44:00;32.97;21.81
1678319580;09.03.2023;05:53:00;32.92;21.82
1678319940;09.03.2023;05:59:00;32.79;21.86
1678320480;09.03.2023;06:08:00;32.9;21.78
1678320840;09.03.2023;06:14:00;32.87;21.79
1678321140;09.03.2023;06:19:00;32.89;21.8
1678321740;09.03.2023;06:29:00;32.78;21.74
1678322280;09.03.2023;06:38:00;32.85;21.73
1678322880;09.03.2023;06:48:00;32.78;21.75
1678323180;09.03.2023;06:53:00;32.69;21.76
1678323480;09.03.2023;06:58:00;32.69;21.77
1678323720;09.03.2023;07:02:00;32.71;21.75
1678324080;09.03.2023;07:08:00;32.74;21.67
1678324680;09.03.2023;07:18:00;32.89;21.52
1678324980;09.03.2023;07:23:00;32.77;21.58
1678325520;09.03.2023;07:32:00;32.8;21.39
1678325820;09.03.2023;07:37:00;32.91;21.29
1678326360;09.03.2023;07:46:00;32.81;21.24
1678326900;09.03.2023;07:55:00;33.2;21.03
1678327500;09.03.2023;08:05:00;33.25;21.02
1678328100;09.03.2023;08:15:00;33.1;21.12
1678328400;09.03.2023;08:20:00;32.99;21.21
1678329000;09.03.2023;08:30:00;33.02;21.15
1678329600;09.03.2023;08:40:00;32.97;21.17
1678330200;09.03.2023;08:50:00;32.81;21.19
1678330740;09.03.2023;08:59:00;32.76;21.34
1678331040;09.03.2023;09:04:00;32.78;21.19
1678331340;09.03.2023;09:09:00;33.19;20.71
1678331880;09.03.2023;09:18:00;33.55;20.49
1678332180;09.03.2023;09:23:00;33.44;20.63
1678332480;09.03.2023;09:28:00;33.69;20.61
1678332780;09.03.2023;09:33:00;33.42;20.97
1678333380;09.03.2023;09:43:00;33.03;21.66
1678333680;09.03.2023;09:48:00;33.66;21.9
1678334280;09.03.2023;09:58:00;33.43;22.31
1678334880;09.03.2023;10:08:00;33.29;22.66
1678335180;09.03.2023;10:13:00;33.45;22.85
1678335780;09.03.2023;10:23:00;32.69;23.77
1678336380;09.03.2023;10:33:00;31.68;24.45
1678336980;09.03.2023;10:43:00;31.21;24.78
1678337280;09.03.2023;10:48:00;31.01;24.9
1678337580;09.03.2023;10:53:00;30.89;24.99
1678337880;09.03.2023;10:58:00;30.88;25
1678338180;09.03.2023;11:03:00;32.17;25.1
1678338480;09.03.2023;11:08:00;30.99;25.16
1678339080;09.03.2023;11:18:00;31.01;25.31
1678339380;09.03.2023;11:23:00;30.88;25.37
1678339920;09.03.2023;11:32:00;30.92;25.44
1678340220;09.03.2023;11:37:00;30.98;25.48
1678340880;09.03.2023;11:48:00;30.81;25.59
1678341120;09.03.2023;11:52:00;30.96;25.63
1678341420;09.03.2023;11:57:00;31.14;25.65
1678341780;09.03.2023;12:03:00;30.95;25.69
1678342320;09.03.2023;12:12:00;30.88;25.69
1678342980;09.03.2023;12:23:00;30.7;25.71
1678343280;09.03.2023;12:28:00;30.78;25.73
1678343520;09.03.2023;12:32:00;30.69;25.74
1678343880;09.03.2023;12:38:00;30.78;25.74
1678344420;09.03.2023;12:47:00;31.38;25.73
1678344960;09.03.2023;12:56:00;31.25;25.71
1678345320;09.03.2023;13:02:00;31.25;25.69
1678345860;09.03.2023;13:11:00;31.78;25.59
1678346160;09.03.2023;13:16:00;32.28;25.65
1678346520;09.03.2023;13:22:00;32.24;25.72
1678347060;09.03.2023;13:31:00;33.21;25.85
1678347420;09.03.2023;13:37:00;32.24;25.87
1678347720;09.03.2023;13:42:00;31.85;25.79
1678348320;09.03.2023;13:52:00;32.49;25.82
1678348920;09.03.2023;14:02:00;32.78;25.89
1678349220;09.03.2023;14:07:00;32.88;25.9
1678349760;09.03.2023;14:16:00;32.94;25.78
1678350120;09.03.2023;14:22:00;32.85;25.72
1678350660;09.03.2023;14:31:00;32.99;25.49
1678351260;09.03.2023;14:41:00;33.08;25.3
1678351620;09.03.2023;14:47:00;33.16;25.22
1678352160;09.03.2023;14:56:00;33.39;25.09
1678352760;09.03.2023;15:06:00;33.55;24.97
1678353120;09.03.2023;15:12:00;33.59;24.93
1678353660;09.03.2023;15:21:00;33.63;24.84
1678354260;09.03.2023;15:31:00;33.54;24.8
1678354560;09.03.2023;15:36:00;33.54;24.77
1678355160;09.03.2023;15:46:00;33.58;24.74
1678355520;09.03.2023;15:52:00;33.58;24.73
1678355820;09.03.2023;15:57:00;33.55;24.71
1678356420;09.03.2023;16:07:00;33.92;24.73
1678356960;09.03.2023;16:16:00;33.7;24.85
1678357620;09.03.2023;16:27:00;35.17;25.07
1678357920;09.03.2023;16:32:00;34.82;25.1
1678358160;09.03.2023;16:36:00;35.6;25.22
1678358460;09.03.2023;16:41:00;35.89;25.25
1678358760;09.03.2023;16:46:00;35.95;25.27
