UNIXTIME;Дата;Время;H2;T2
1679523000;23.03.2023;04:10:00;30.82;24.25
1679523300;23.03.2023;04:15:00;30.83;24.22
1679523600;23.03.2023;04:20:00;30.79;24.21
1679523900;23.03.2023;04:25:00;30.76;24.22
1679524200;23.03.2023;04:30:00;30.74;24.2
1679524800;23.03.2023;04:40:00;30.78;24.22
1679525100;23.03.2023;04:45:00;30.63;24.19
1679525400;23.03.2023;04:50:00;30.66;24.18
1679525700;23.03.2023;04:55:00;30.67;24.17
1679526300;23.03.2023;05:05:00;30.74;24.19
1679526900;23.03.2023;05:15:00;30.66;24.17
1679527200;23.03.2023;05:20:00;30.72;24.16
1679527800;23.03.2023;05:30:00;30.68;24.13
1679528100;23.03.2023;05:35:00;30.62;24.16
1679528700;23.03.2023;05:45:00;30.57;24.13
1679529000;23.03.2023;05:50:00;30.56;24.14
1679529300;23.03.2023;05:55:00;30.55;24.14
1679529900;23.03.2023;06:05:00;30.51;24.13
1679530200;23.03.2023;06:10:00;30.51;24.11
1679530500;23.03.2023;06:15:00;30.49;24.11
1679531100;23.03.2023;06:25:00;30.49;24.1
1679531400;23.03.2023;06:30:00;30.41;24.08
1679531700;23.03.2023;06:35:00;30.47;24.09
1679532000;23.03.2023;06:40:00;30.46;24.07
1679532300;23.03.2023;06:45:00;30.43;24.08
1679532600;23.03.2023;06:50:00;30.4;24.06
1679532900;23.03.2023;06:55:00;30.39;24.06
1679533200;23.03.2023;07:00:00;30.37;24.06
1679533800;23.03.2023;07:10:00;30.4;24.08
1679534100;23.03.2023;07:15:00;30.4;24.08
1679534400;23.03.2023;07:20:00;30.38;24.05
1679534700;23.03.2023;07:25:00;30.4;24.05
1679535000;23.03.2023;07:30:00;30.37;24.07
1679535300;23.03.2023;07:35:00;30.36;24.08
1679535600;23.03.2023;07:40:00;30.39;24.08
1679535900;23.03.2023;07:45:00;30.3;24.08
1679536200;23.03.2023;07:50:00;30.32;24.08
1679536800;23.03.2023;08:00:00;30.38;24.08
1679537100;23.03.2023;08:05:00;30.41;24.06
1679537400;23.03.2023;08:10:00;30.36;24.08
1679537700;23.03.2023;08:15:00;30.37;24.07
1679538000;23.03.2023;08:20:00;30.31;24.08
1679538540;23.03.2023;08:29:00;30.39;24.09
1679538900;23.03.2023;08:35:00;30.33;24.08
1679539200;23.03.2023;08:40:00;30.46;24.08
1679539500;23.03.2023;08:45:00;30.53;24.09
1679539800;23.03.2023;08:50:00;30.43;24.12
1679540100;23.03.2023;08:55:00;30.52;24.16
1679540700;23.03.2023;09:05:00;30.53;24.14
1679541300;23.03.2023;09:15:00;30.41;24.18
1679541600;23.03.2023;09:20:00;30.45;24.18
1679541900;23.03.2023;09:25:00;30.42;24.17
1679542500;23.03.2023;09:35:00;30.43;24.17
1679542800;23.03.2023;09:40:00;30.45;24.16
1679543400;23.03.2023;09:50:00;31.01;24.16
1679543700;23.03.2023;09:55:00;31.03;24.14
1679544000;23.03.2023;10:00:00;31.09;24.13
1679544300;23.03.2023;10:05:00;31.17;24.14
1679544600;23.03.2023;10:10:00;31.18;24.15
1679544900;23.03.2023;10:15:00;31.3;24.14
1679545200;23.03.2023;10:20:00;31.41;24.19
1679545500;23.03.2023;10:25:00;31.4;24.2
1679546040;23.03.2023;10:34:00;31.29;24.22
1679546400;23.03.2023;10:40:00;31.3;24.22
1679547120;23.03.2023;10:52:00;31.68;24.33
1679547480;23.03.2023;10:58:00;31.75;24.41
1679548080;23.03.2023;11:08:00;31.78;24.55
1679548680;23.03.2023;11:18:00;32.11;24.64
1679548980;23.03.2023;11:23:00;32.23;24.7
1679549280;23.03.2023;11:28:00;32.41;24.76
1679549580;23.03.2023;11:33:00;32.38;24.82
1679549880;23.03.2023;11:38:00;32.3;24.86
1679550480;23.03.2023;11:48:00;31.9;24.83
1679551080;23.03.2023;11:58:00;31.05;24.79
1679551620;23.03.2023;12:07:00;30.55;24.71
1679551920;23.03.2023;12:12:00;30.53;24.66
1679552220;23.03.2023;12:17:00;30.36;24.6
1679552520;23.03.2023;12:22:00;30.26;24.53
1679553120;23.03.2023;12:32:00;29.86;24.43
1679553420;23.03.2023;12:37:00;29.81;24.37
1679553720;23.03.2023;12:42:00;29.57;24.34
1679554020;23.03.2023;12:47:00;29.84;24.33
1679554320;23.03.2023;12:52:00;29.91;24.37
1679554620;23.03.2023;12:57:00;30.28;24.33
1679555220;23.03.2023;13:07:00;30.02;24.27
1679555820;23.03.2023;13:17:00;30.17;24.31
1679556120;23.03.2023;13:22:00;30.28;24.34
1679556420;23.03.2023;13:27:00;30.43;24.39
1679557020;23.03.2023;13:37:00;30.48;24.39
1679557620;23.03.2023;13:47:00;30.65;24.4
1679558400;23.03.2023;14:00:00;31.49;24.39
1679558700;23.03.2023;14:05:00;31.29;24.3
1679559000;23.03.2023;14:10:00;31.85;24.28
1679559480;23.03.2023;14:18:00;31.77;24.24
1679559900;23.03.2023;14:25:00;31.66;24.23
1679560200;23.03.2023;14:30:00;31.53;24.22
1679560500;23.03.2023;14:35:00;31.45;24.22
1679560980;23.03.2023;14:43:00;31.31;24.21
1679561580;23.03.2023;14:53:00;31.62;24.2
1679562060;23.03.2023;15:01:00;31.76;24.16
1679562660;23.03.2023;15:11:00;31.51;24.18
1679562960;23.03.2023;15:16:00;31.36;24.25
1679563440;23.03.2023;15:24:00;31.12;24.35
1679563800;23.03.2023;15:30:00;30.86;24.35
1679564100;23.03.2023;15:35:00;30.81;24.35
1679564820;23.03.2023;15:47:00;26.03;23.73
1679565420;23.03.2023;15:57:00;27.46;20.98
1679565720;23.03.2023;16:02:00;28.15;20.09
1679566320;23.03.2023;16:12:00;28.98;18.58
1679566620;23.03.2023;16:17:00;29.35;18.19
1679566920;23.03.2023;16:22:00;29.55;17.96
1679567220;23.03.2023;16:27:00;29.9;17.83
1679567520;23.03.2023;16:32:00;30;17.71
1679568060;23.03.2023;16:41:00;30.18;17.54
1679568420;23.03.2023;16:47:00;30.2;17.24
1679568720;23.03.2023;16:52:00;30.41;17.03
1679569320;23.03.2023;17:02:00;30.75;16.73
1679569920;23.03.2023;17:12:00;30.97;16.49
1679570460;23.03.2023;17:21:00;31.18;16.32
1679571000;23.03.2023;17:30:00;31.24;16
1679571420;23.03.2023;17:37:00;31.42;15.75
1679571720;23.03.2023;17:42:00;31.5;15.57
1679572020;23.03.2023;17:47:00;31.58;15.31
1679572320;23.03.2023;17:52:00;31.92;15.03
1679572920;23.03.2023;18:02:00;32.57;14.52
1679573220;23.03.2023;18:07:00;32.93;14.25
1679573520;23.03.2023;18:12:00;33.17;13.9
1679574060;23.03.2023;18:21:00;33.83;13.36
1679574420;23.03.2023;18:27:00;34.46;12.9
1679574960;23.03.2023;18:36:00;35.44;12.38
1679575320;23.03.2023;18:42:00;36.09;11.98
1679575620;23.03.2023;18:47:00;36.3;11.6
1679576160;23.03.2023;18:56:00;36.86;10.98
1679576520;23.03.2023;19:02:00;37.14;10.67
1679576820;23.03.2023;19:07:00;37.77;10.34
1679577420;23.03.2023;19:17:00;39.19;9.81
1679578020;23.03.2023;19:27:00;40.27;9.26
1679578620;23.03.2023;19:37:00;40.99;8.72
1679578920;23.03.2023;19:42:00;41.54;8.49
1679579220;23.03.2023;19:47:00;41.97;8.27
1679579820;23.03.2023;19:57:00;42.84;7.91
1679580420;23.03.2023;20:07:00;43.32;7.67
1679580720;23.03.2023;20:12:00;43.38;7.53
1679581020;23.03.2023;20:17:00;44.09;7.44
1679581500;23.03.2023;20:25:00;44.72;7.3
1679581920;23.03.2023;20:32:00;45.32;7.24
1679582520;23.03.2023;20:42:00;45.88;7.07
1679582820;23.03.2023;20:47:00;45.95;7
1679583240;23.03.2023;20:54:00;45.94;6.88
1679583780;23.03.2023;21:03:00;45.65;6.91
1679584080;23.03.2023;21:08:00;45.94;6.89
1679584800;23.03.2023;21:20:00;45.4;6.89
1679585400;23.03.2023;21:30:00;44.88;6.89
1679586000;23.03.2023;21:40:00;46;6.72
1679586780;23.03.2023;21:53:00;46.9;6.36
1679587440;23.03.2023;22:04:00;47.41;6.11
1679587740;23.03.2023;22:09:00;47.54;6.01
1679588160;23.03.2023;22:16:00;47.66;5.91
1679588580;23.03.2023;22:23:00;48.03;5.85
1679589180;23.03.2023;22:33:00;48.16;5.78
1679589780;23.03.2023;22:43:00;48.95;5.71
1679590200;23.03.2023;22:50:00;48.68;5.66
1679590500;23.03.2023;22:55:00;48.87;5.59
1679590860;23.03.2023;23:01:00;48.72;5.59
1679591400;23.03.2023;23:10:00;48.94;5.52
1679591880;23.03.2023;23:18:00;49.34;5.49
1679592540;23.03.2023;23:29:00;49;5.42
1679593080;23.03.2023;23:38:00;48.84;5.28
1679593620;23.03.2023;23:47:00;49.6;5.21
1679594460;24.03.2023;00:01:00;49.29;5.03
1679595060;24.03.2023;00:11:00;50.02;4.93
1679595600;24.03.2023;00:20:00;50.53;4.83
1679595960;24.03.2023;00:26:00;50.78;4.73
1679596260;24.03.2023;00:31:00;50.74;4.65
1679596560;24.03.2023;00:36:00;50.46;4.61
1679596860;24.03.2023;00:41:00;50.44;4.57
1679597160;24.03.2023;00:46:00;50.69;4.54
1679597760;24.03.2023;00:56:00;51.2;4.38
1679598060;24.03.2023;01:01:00;51.31;4.32
1679598600;24.03.2023;01:10:00;50.64;4.32
1679599200;24.03.2023;01:20:00;50.64;4.34
1679599800;24.03.2023;01:30:00;51.11;4.27
1679600400;24.03.2023;01:40:00;51.54;4.16
1679600700;24.03.2023;01:45:00;51.78;4.02
1679601300;24.03.2023;01:55:00;52.05;3.92
1679601900;24.03.2023;02:05:00;52.57;3.85
1679602500;24.03.2023;02:15:00;51.99;3.79
1679602800;24.03.2023;02:20:00;52.21;3.79
1679603400;24.03.2023;02:30:00;52.79;3.68
1679603700;24.03.2023;02:35:00;52.6;3.62
1679604000;24.03.2023;02:40:00;52.46;3.55
1679604300;24.03.2023;02:45:00;52.62;3.51
1679604900;24.03.2023;02:55:00;53.16;3.43
1679605200;24.03.2023;03:00:00;53.31;3.38
1679605500;24.03.2023;03:05:00;53.49;3.35
1679606040;24.03.2023;03:14:00;53.9;3.26
1679606400;24.03.2023;03:20:00;53.29;3.22
1679607000;24.03.2023;03:30:00;53.11;3.26
1679607300;24.03.2023;03:35:00;53.22;3.26
1679607600;24.03.2023;03:40:00;53.18;3.28
1679607900;24.03.2023;03:45:00;53.26;3.25
1679608200;24.03.2023;03:50:00;53.63;3.17
1679608500;24.03.2023;03:55:00;53.72;3.19
1679609100;24.03.2023;04:05:00;53.54;3.12
1679609400;24.03.2023;04:10:00;53.64;3.09
1679609700;24.03.2023;04:15:00;53.58;3.04
1679610300;24.03.2023;04:25:00;53.28;3.04
1679610600;24.03.2023;04:30:00;53.03;3.09
1679610900;24.03.2023;04:35:00;53.15;3.07
1679611500;24.03.2023;04:45:00;53.38;3.05
1679612100;24.03.2023;04:55:00;53.18;3.05
1679612400;24.03.2023;05:00:00;53.15;3.1
1679612700;24.03.2023;05:05:00;53.16;3.07
1679613240;24.03.2023;05:14:00;52.27;3.09
1679613600;24.03.2023;05:20:00;51.66;3.15
1679614200;24.03.2023;05:30:00;51.96;3.18
1679614500;24.03.2023;05:35:00;52.04;3.13
1679614800;24.03.2023;05:40:00;52.19;3.23
1679615100;24.03.2023;05:45:00;52.49;3.22
1679615700;24.03.2023;05:55:00;52.07;3.05
1679616000;24.03.2023;06:00:00;51.82;3.03
1679616600;24.03.2023;06:10:00;51.67;3
1679616900;24.03.2023;06:15:00;51.47;2.95
1679617500;24.03.2023;06:25:00;52.1;2.83
1679617800;24.03.2023;06:30:00;52.77;2.75
1679618100;24.03.2023;06:35:00;52.97;2.72
1679618400;24.03.2023;06:40:00;52.62;2.63
1679618700;24.03.2023;06:45:00;52.25;2.65
1679619300;24.03.2023;06:55:00;52.68;2.58
1679619900;24.03.2023;07:05:00;53.29;2.42
1679620200;24.03.2023;07:10:00;53.19;2.39
1679620800;24.03.2023;07:20:00;53.2;2.51
1679621100;24.03.2023;07:25:00;52.73;2.68
1679621400;24.03.2023;07:30:00;52.56;2.78
1679622000;24.03.2023;07:40:00;52.28;3.19
1679622600;24.03.2023;07:50:00;51.37;3.73
1679622900;24.03.2023;07:55:00;50.83;4.02
1679623200;24.03.2023;08:00:00;50.35;4.39
1679623740;24.03.2023;08:09:00;49.81;4.86
1679624100;24.03.2023;08:15:00;49.65;5.11
1679624700;24.03.2023;08:25:00;49.3;5.63
1679625300;24.03.2023;08:35:00;47.57;6.29
1679625600;24.03.2023;08:40:00;47.15;6.57
1679625900;24.03.2023;08:45:00;46.25;6.76
1679626200;24.03.2023;08:50:00;45.33;6.99
1679626500;24.03.2023;08:55:00;44.2;7.22
1679626800;24.03.2023;09:00:00;43.66;7.5
1679627100;24.03.2023;09:05:00;43.1;7.77
1679627400;24.03.2023;09:10:00;42.5;8.07
1679627940;24.03.2023;09:19:00;41.21;8.7
1679628300;24.03.2023;09:25:00;40.78;9.05
1679628600;24.03.2023;09:30:00;40.61;9.3
1679628900;24.03.2023;09:35:00;40.46;9.57
1679629440;24.03.2023;09:44:00;40.23;10
1679629800;24.03.2023;09:50:00;39.63;10.32
1679630100;24.03.2023;09:55:00;39.47;10.54
1679630400;24.03.2023;10:00:00;38.91;10.8
1679630700;24.03.2023;10:05:00;37.39;11
1679631000;24.03.2023;10:10:00;37.68;11.15
1679631300;24.03.2023;10:15:00;37.3;11.31
1679631600;24.03.2023;10:20:00;36.6;11.48
1679632140;24.03.2023;10:29:00;36.62;11.74
1679632500;24.03.2023;10:35:00;35.98;11.96
1679632800;24.03.2023;10:40:00;35.95;12.09
1679633400;24.03.2023;10:50:00;36.33;12.29
1679633700;24.03.2023;10:55:00;35.89;12.45
1679634000;24.03.2023;11:00:00;35.71;12.59
1679634300;24.03.2023;11:05:00;35.6;12.8
1679634600;24.03.2023;11:10:00;35.57;12.95
1679634900;24.03.2023;11:15:00;35.38;13.14
1679635200;24.03.2023;11:20:00;35.22;13.25
1679635500;24.03.2023;11:25:00;34.87;13.34
1679636100;24.03.2023;11:35:00;34.47;13.6
1679636700;24.03.2023;11:45:00;34.93;13.75
1679637000;24.03.2023;11:50:00;34.55;13.85
1679637300;24.03.2023;11:55:00;34.06;14.04
1679637600;24.03.2023;12:00:00;34.57;14.16
1679638200;24.03.2023;12:10:00;34.45;14.4
1679638500;24.03.2023;12:15:00;34.4;14.44
1679638800;24.03.2023;12:20:00;34.2;14.47
1679639340;24.03.2023;12:29:00;34.03;14.7
1679639700;24.03.2023;12:35:00;33.68;14.92
1679640300;24.03.2023;12:45:00;33.67;15.25
1679640600;24.03.2023;12:50:00;33.64;15.44
1679641200;24.03.2023;13:00:00;33.36;15.65
1679641800;24.03.2023;13:10:00;32.96;15.83
1679642040;24.03.2023;13:14:00;33.43;15.88
1679642400;24.03.2023;13:20:00;33.15;16.05
1679642940;24.03.2023;13:29:00;32.58;16.27
1679643300;24.03.2023;13:35:00;32.36;16.21
1679643900;24.03.2023;13:45:00;32.59;16.38
1679644200;24.03.2023;13:50:00;32.37;16.56
1679644800;24.03.2023;14:00:00;31.95;16.57
1679645400;24.03.2023;14:10:00;31.79;16.46
1679645940;24.03.2023;14:19:00;31.91;16.58
1679646600;24.03.2023;14:30:00;31.62;16.66
1679647200;24.03.2023;14:40:00;31.36;16.67
1679647500;24.03.2023;14:45:00;31.68;16.83
1679647800;24.03.2023;14:50:00;31.14;16.94
1679648340;24.03.2023;14:59:00;31.01;16.98
1679648700;24.03.2023;15:05:00;31.05;17.06
1679649000;24.03.2023;15:10:00;31.05;17.16
1679649300;24.03.2023;15:15:00;30.85;17.24
1679649600;24.03.2023;15:20:00;30.8;17.28
1679650140;24.03.2023;15:29:00;31.03;17.39
1679650500;24.03.2023;15:35:00;30.74;17.43
1679650800;24.03.2023;15:40:00;30.6;17.45
1679651100;24.03.2023;15:45:00;30.77;17.39
1679651700;24.03.2023;15:55:00;30.56;17.29
1679652000;24.03.2023;16:00:00;31.01;17.35
1679652300;24.03.2023;16:05:00;30.72;17.42
1679652900;24.03.2023;16:15:00;30.81;17.36
1679653500;24.03.2023;16:25:00;30.52;17.22
1679654100;24.03.2023;16:35:00;31.11;17.06
1679654400;24.03.2023;16:40:00;31.27;17.06
1679655000;24.03.2023;16:50:00;31.25;16.79
1679655600;24.03.2023;17:00:00;32.51;16.55
1679655900;24.03.2023;17:05:00;32.2;16.58
1679656500;24.03.2023;17:15:00;32.96;16.14
1679656800;24.03.2023;17:20:00;33.45;16.13
1679657400;24.03.2023;17:30:00;33.73;15.91
1679657700;24.03.2023;17:35:00;34.02;15.62
1679658000;24.03.2023;17:40:00;34.52;15.38
1679658300;24.03.2023;17:45:00;34.97;15.27
1679658900;24.03.2023;17:55:00;35.48;14.93
1679659200;24.03.2023;18:00:00;35.77;14.72
1679659800;24.03.2023;18:10:00;36.76;14.34
1679660100;24.03.2023;18:15:00;37.3;14.04
1679660700;24.03.2023;18:25:00;38.29;13.55
1679661000;24.03.2023;18:30:00;38.73;13.26
1679661300;24.03.2023;18:35:00;39.52;12.94
1679661600;24.03.2023;18:40:00;40.36;12.67
1679661900;24.03.2023;18:45:00;40.77;12.43
1679662200;24.03.2023;18:50:00;41.18;12.13
1679662500;24.03.2023;18:55:00;41.37;11.82
1679662800;24.03.2023;19:00:00;41.74;11.54
1679663400;24.03.2023;19:10:00;42.18;10.99
1679663700;24.03.2023;19:15:00;42.52;10.67
1679664300;24.03.2023;19:25:00;43.2;10.14
1679664900;24.03.2023;19:35:00;44.55;9.63
1679665200;24.03.2023;19:40:00;45.48;9.34
1679665800;24.03.2023;19:50:00;46.09;8.78
1679666100;24.03.2023;19:55:00;46.68;8.54
1679666700;24.03.2023;20:05:00;47.59;8.14
1679667000;24.03.2023;20:10:00;47.59;7.99
1679667300;24.03.2023;20:15:00;47.93;7.79
1679667600;24.03.2023;20:20:00;48.15;7.62
1679668200;24.03.2023;20:30:00;48.57;7.34
1679668500;24.03.2023;20:35:00;48.05;7.22
1679669100;24.03.2023;20:45:00;48.79;7.03
1679669700;24.03.2023;20:55:00;49.27;6.86
1679670300;24.03.2023;21:05:00;49.13;6.78
1679670840;24.03.2023;21:14:00;49.2;6.71
1679671200;24.03.2023;21:20:00;50;6.66
1679671500;24.03.2023;21:25:00;49.76;6.62
1679671800;24.03.2023;21:30:00;49.98;6.61
1679672400;24.03.2023;21:40:00;49.97;6.53
1679673000;24.03.2023;21:50:00;50;6.48
1679673300;24.03.2023;21:55:00;49.87;6.42
1679673600;24.03.2023;22:00:00;50.22;6.37
1679674200;24.03.2023;22:10:00;50.6;6.24
1679674500;24.03.2023;22:15:00;50.78;6.16
1679674800;24.03.2023;22:20:00;50.83;6.02
1679675400;24.03.2023;22:30:00;51.48;5.92
1679675700;24.03.2023;22:35:00;51.41;5.81
1679676300;24.03.2023;22:45:00;51.23;5.63
1679676600;24.03.2023;22:50:00;51.54;5.55
1679676900;24.03.2023;22:55:00;51.91;5.45
1679677440;24.03.2023;23:04:00;51.66;5.35
1679677800;24.03.2023;23:10:00;52.09;5.29
1679678280;24.03.2023;23:18:00;52.51;5.3
1679678700;24.03.2023;23:25:00;52.21;5.22
1679679240;24.03.2023;23:34:00;52.2;5.19
1679679600;24.03.2023;23:40:00;52.25;5.11
1679680080;24.03.2023;23:48:00;52.3;4.98
1679680680;24.03.2023;23:58:00;52.65;4.89
1679681280;25.03.2023;00:08:00;52.06;4.77
1679681880;25.03.2023;00:18:00;52.38;4.79
1679682180;25.03.2023;00:23:00;52.74;4.77
1679682780;25.03.2023;00:33:00;52.54;4.85
1679683260;25.03.2023;00:41:00;52.42;4.88
1679683860;25.03.2023;00:51:00;52.99;4.65
1679684460;25.03.2023;01:01:00;53.38;4.61
1679685060;25.03.2023;01:11:00;53.22;4.75
1679685360;25.03.2023;01:16:00;52.99;4.78
1679686200;25.03.2023;01:30:00;53.17;4.8
1679686620;25.03.2023;01:37:00;53.39;4.83
1679687520;25.03.2023;01:52:00;53.31;4.75
1679687940;25.03.2023;01:59:00;53.37;4.7
1679688300;25.03.2023;02:05:00;53.67;4.72
1679688900;25.03.2023;02:15:00;53.62;4.7
1679689500;25.03.2023;02:25:00;54.1;4.76
1679690040;25.03.2023;02:34:00;54.36;4.64
1679690400;25.03.2023;02:40:00;54.89;4.6
1679690880;25.03.2023;02:48:00;54.84;4.48
1679691240;25.03.2023;02:54:00;55.55;4.42
1679691840;25.03.2023;03:04:00;55.29;4.44
1679692140;25.03.2023;03:09:00;55.63;4.4
1679692440;25.03.2023;03:14:00;55.77;4.45
1679693040;25.03.2023;03:24:00;55.53;4.43
1679693580;25.03.2023;03:33:00;55.59;4.32
1679693940;25.03.2023;03:39:00;55.63;4.3
1679694540;25.03.2023;03:49:00;55.84;4.22
1679694840;25.03.2023;03:54:00;55.82;4.21
1679695140;25.03.2023;03:59:00;55.94;4.13
1679695740;25.03.2023;04:09:00;56.54;3.92
1679696040;25.03.2023;04:14:00;56.45;3.93
1679696340;25.03.2023;04:19:00;56.42;3.93
1679696880;25.03.2023;04:28:00;56.12;3.91
1679697180;25.03.2023;04:33:00;56.02;3.92
1679697540;25.03.2023;04:39:00;56;3.93
1679697840;25.03.2023;04:44:00;56.14;3.95
1679698140;25.03.2023;04:49:00;56.28;3.98
1679698440;25.03.2023;04:54:00;56.2;4
1679698740;25.03.2023;04:59:00;56.49;3.98
1679699340;25.03.2023;05:09:00;56.99;3.82
1679699640;25.03.2023;05:14:00;56.7;3.82
1679699940;25.03.2023;05:19:00;56.67;3.88
1679700240;25.03.2023;05:24:00;56.58;3.92
1679700840;25.03.2023;05:34:00;56.15;3.98
1679701140;25.03.2023;05:39:00;56.04;3.96
1679701440;25.03.2023;05:44:00;56.52;4
1679702040;25.03.2023;05:54:00;56.58;4.07
1679702640;25.03.2023;06:04:00;56.02;4.1
1679702940;25.03.2023;06:09:00;56.13;4.12
1679703240;25.03.2023;06:14:00;55.8;4.2
1679703840;25.03.2023;06:24:00;55.82;4.11
1679704140;25.03.2023;06:29:00;55.38;4.09
1679704740;25.03.2023;06:39:00;55.19;4.1
1679705340;25.03.2023;06:49:00;54.93;4.04
1679705640;25.03.2023;06:54:00;55.01;4.01
1679705940;25.03.2023;06:59:00;54.91;4.06
1679706240;25.03.2023;07:04:00;54.8;4.12
1679706540;25.03.2023;07:09:00;54.78;4.15
1679706840;25.03.2023;07:14:00;54.82;4.11
1679707140;25.03.2023;07:19:00;54.84;4.11
1679707680;25.03.2023;07:28:00;54.76;4.23
1679708040;25.03.2023;07:34:00;54.44;4.38
1679708340;25.03.2023;07:39:00;54.02;4.54
1679708640;25.03.2023;07:44:00;53.57;4.75
1679708880;25.03.2023;07:48:00;53.39;4.99
1679709480;25.03.2023;07:58:00;52.83;5.43
1679709840;25.03.2023;08:04:00;52.47;5.71
1679710140;25.03.2023;08:09:00;52.19;5.94
1679710440;25.03.2023;08:14:00;51.83;6.14
1679710740;25.03.2023;08:19:00;51.35;6.39
1679711040;25.03.2023;08:24:00;50.4;6.76
1679711340;25.03.2023;08:29:00;49.74;7.02
1679711940;25.03.2023;08:39:00;48.96;7.67
1679712240;25.03.2023;08:44:00;49;7.91
1679712540;25.03.2023;08:49:00;48.67;8.13
1679712840;25.03.2023;08:54:00;48.13;8.3
1679713140;25.03.2023;08:59:00;47.36;8.52
1679713860;25.03.2023;09:11:00;46.8;9.02
1679714220;25.03.2023;09:17:00;46.78;9.32
1679714520;25.03.2023;09:22:00;46.21;9.54
1679714820;25.03.2023;09:27:00;45.95;9.77
1679715120;25.03.2023;09:32:00;45.18;9.98
1679715720;25.03.2023;09:42:00;44.55;10.41
1679716320;25.03.2023;09:52:00;44.73;10.83
1679716620;25.03.2023;09:57:00;44.52;11.03
1679717220;25.03.2023;10:07:00;44.23;11.32
1679718120;25.03.2023;10:22:00;43.16;11.67
1679718720;25.03.2023;10:32:00;41.98;11.95
1679719020;25.03.2023;10:37:00;41.46;12.16
1679719620;25.03.2023;10:47:00;40.57;12.36
1679719920;25.03.2023;10:52:00;40.82;12.48
1679720520;25.03.2023;11:02:00;39.69;12.71
1679720820;25.03.2023;11:07:00;39.81;12.89
1679721360;25.03.2023;11:16:00;39.21;13.17
1679721720;25.03.2023;11:22:00;39.1;13.33
1679722020;25.03.2023;11:27:00;38.4;13.42
1679722620;25.03.2023;11:37:00;37.67;13.67
1679723220;25.03.2023;11:47:00;37.08;13.9
1679723520;25.03.2023;11:52:00;36.3;13.98
1679723820;25.03.2023;11:57:00;36.85;14.14
1679724420;25.03.2023;12:07:00;36.9;14.44
1679724720;25.03.2023;12:12:00;36.59;14.64
1679725020;25.03.2023;12:17:00;36.2;14.84
1679725620;25.03.2023;12:27:00;35.56;15.03
1679726220;25.03.2023;12:37:00;35;15.26
1679726520;25.03.2023;12:42:00;34.26;15.43
1679726820;25.03.2023;12:47:00;34.78;15.51
1679727120;25.03.2023;12:52:00;34.71;15.64
1679727420;25.03.2023;12:57:00;33.96;15.84
1679728020;25.03.2023;13:07:00;34.25;16.02
1679728320;25.03.2023;13:12:00;33.53;16.08
1679728620;25.03.2023;13:17:00;33.67;16.13
1679728920;25.03.2023;13:22:00;33.89;16.34
1679729220;25.03.2023;13:27:00;33.43;16.51
1679729520;25.03.2023;13:32:00;33.59;16.63
1679730120;25.03.2023;13:42:00;33.32;16.73
1679730420;25.03.2023;13:47:00;33.12;16.79
1679730720;25.03.2023;13:52:00;33.05;16.89
1679731260;25.03.2023;14:01:00;33.01;17.05
1679731620;25.03.2023;14:07:00;32.69;16.97
1679731920;25.03.2023;14:12:00;33.04;17.01
1679732220;25.03.2023;14:17:00;32.8;17.14
1679732820;25.03.2023;14:27:00;32.59;17.24
1679733120;25.03.2023;14:32:00;32.67;17.3
1679733420;25.03.2023;14:37:00;32.8;17.44
1679733720;25.03.2023;14:42:00;32.51;17.53
1679734020;25.03.2023;14:47:00;32.24;17.61
1679734620;25.03.2023;14:57:00;32.79;17.59
1679734920;25.03.2023;15:02:00;32.52;17.7
1679735460;25.03.2023;15:11:00;32.3;17.88
1679735820;25.03.2023;15:17:00;31.98;18.05
1679736120;25.03.2023;15:22:00;31.73;18.05
1679736420;25.03.2023;15:27:00;32.2;18.05
1679737020;25.03.2023;15:37:00;32.25;18.11
1679737320;25.03.2023;15:42:00;32.3;18.16
1679737620;25.03.2023;15:47:00;31.91;18.25
1679738220;25.03.2023;15:57:00;31.97;18.25
1679738520;25.03.2023;16:02:00;31.79;18.25
1679739120;25.03.2023;16:12:00;31.2;18.19
1679739420;25.03.2023;16:17:00;32.03;17.99
1679740020;25.03.2023;16:27:00;32.11;17.66
1679740320;25.03.2023;16:32:00;32.61;17.62
1679740860;25.03.2023;16:41:00;32.6;17.55
1679741220;25.03.2023;16:47:00;32.83;17.5
1679741520;25.03.2023;16:52:00;33.08;17.42
1679741820;25.03.2023;16:57:00;32.91;17.36
1679742120;25.03.2023;17:02:00;33.22;17.08
1679742720;25.03.2023;17:12:00;33.44;16.91
1679743320;25.03.2023;17:22:00;33.56;16.84
1679743920;25.03.2023;17:32:00;33.73;16.73
1679744220;25.03.2023;17:37:00;33.81;16.64
1679744820;25.03.2023;17:47:00;34.26;16.31
1679745120;25.03.2023;17:52:00;34.45;16.1
1679745420;25.03.2023;17:57:00;34.99;15.86
1679746020;25.03.2023;18:07:00;35.31;15.37
1679746560;25.03.2023;18:16:00;35.86;14.85
1679746920;25.03.2023;18:22:00;36.2;14.57
1679747220;25.03.2023;18:27:00;36.74;14.25
1679747760;25.03.2023;18:36:00;37.54;13.73
1679748120;25.03.2023;18:42:00;38.14;13.35
1679748420;25.03.2023;18:47:00;38.49;13.06
1679748720;25.03.2023;18:52:00;38.89;12.73
