1677776400;02.03.2023;23:00:00;25.26;25.98
1677780000;03.03.2023;00:00:00;25.09;26.11
1677783600;03.03.2023;01:00:00;25.4;25.3
1677787200;03.03.2023;02:00:00;25.44;24.87
1677790800;03.03.2023;03:00:00;25.42;24.74
1677794400;03.03.2023;04:00:00;25.18;24.69
1677798000;03.03.2023;05:00:00;24.95;24.65
1677801600;03.03.2023;06:00:00;24.82;24.67
1677805200;03.03.2023;07:00:00;24.6;24.65
1677808800;03.03.2023;08:00:00;24.43;24.68
1677812400;03.03.2023;09:00:00;26.76;24.88
1677816000;03.03.2023;10:00:00;25.62;25.75
1677819600;03.03.2023;11:00:00;24.54;26.11
1677823200;03.03.2023;12:00:00;25.93;26.26
1677826800;03.03.2023;13:00:00;27.31;26.36
1677830400;03.03.2023;14:00:00;25.93;26.5
1677834000;03.03.2023;15:00:00;25.72;26.61
1677837600;03.03.2023;16:00:00;25.03;26.57
1677841200;03.03.2023;17:00:00;24.75;26.47
1677844800;03.03.2023;18:00:00;25.74;26.16
1677848400;03.03.2023;19:00:00;25.96;26.01
1677852000;03.03.2023;20:00:00;27.68;25.96
1677855600;03.03.2023;21:00:00;27.77;26.11
1677859200;03.03.2023;22:00:00;27.96;26.36
1677862800;03.03.2023;23:00:00;27;27.18
1677866400;04.03.2023;00:00:00;26.74;27.2
1677870000;04.03.2023;01:00:00;27.21;25.99
1677873600;04.03.2023;02:00:00;27.31;25.34
1677877200;04.03.2023;03:00:00;27.4;25.06
1677880800;04.03.2023;04:00:00;27.4;24.96
1677884400;04.03.2023;05:00:00;27.25;25.08
1677888000;04.03.2023;06:00:00;27.21;24.96
1677891600;04.03.2023;07:00:00;27.07;25.03
1677895200;04.03.2023;08:00:00;27.12;25.09
1677898800;04.03.2023;09:00:00;27.59;25.04
1677906000;04.03.2023;11:00:00;28.78;26.88
1677909600;04.03.2023;12:00:00;28;27.97
1677913200;04.03.2023;13:00:00;30.14;27.06
1677916800;04.03.2023;14:00:00;32.17;26.78
1677920400;04.03.2023;15:00:00;33.28;26.08
1677924000;04.03.2023;16:00:00;33.03;25.8
1677927600;04.03.2023;17:00:00;32.68;25.75
1677931200;04.03.2023;18:00:00;31.89;25.53
1677934800;04.03.2023;19:00:00;31.28;25.44
1677938400;04.03.2023;20:00:00;33.06;25.34
1677942000;04.03.2023;21:00:00;32.5;25.32
1677945600;04.03.2023;22:00:00;31.34;25.33
1677949200;04.03.2023;23:00:00;30.54;25.3
1677952800;05.03.2023;00:00:00;30.9;25.24
