1670900400;13.12.2022;09:00:00;-11.43;75.18;707.6;-11.13
1670904000;13.12.2022;10:00:00;-7.83;66.94;707.51;-7.79
1670907600;13.12.2022;11:00:00;-8.26;70.16;707.5;-7.99
1670911200;13.12.2022;12:00:00;-6.77;65.96;707.26;-6.5
1670914800;13.12.2022;13:00:00;-5.56;62.53;707.16;-5.29
1670918400;13.12.2022;14:00:00;-5.01;59.7;707.15;-4.75
1670922000;13.12.2022;15:00:00;-6.2;59.41;707.44;-5.92
1670925600;13.12.2022;16:00:00;-6.98;61.77;707.45;-6.71
1670929200;13.12.2022;17:00:00;-8.48;68.97;707.42;-8.22
1670932800;13.12.2022;18:00:00;-10.05;75.82;707.36;-9.76
1670936400;13.12.2022;19:00:00;-10.86;79.55;707.21;-10.56
1670940000;13.12.2022;20:00:00;-11.3;81.23;706.94;-10.99
1670943600;13.12.2022;21:00:00;-11.69;81.85;706.77;-11.38
1670947200;13.12.2022;22:00:00;-12.04;80.55;706.67;-11.72
1670950800;13.12.2022;23:00:00;-12.39;80.69;706.74;-12.07
1670954400;14.12.2022;00:00:00;-12.67;81.22;706.8;-12.36
1670958000;14.12.2022;01:00:00;-12.82;80.17;706.54;-12.51
1670961600;14.12.2022;02:00:00;-12.94;80.51;706.32;-12.63
1670965200;14.12.2022;03:00:00;-12.88;82.59;705.97;-12.58
1670968800;14.12.2022;04:00:00;-12.74;82.1;705.77;-12.41
1670972400;14.12.2022;05:00:00;-12.9;82.73;705.9;-12.58
1670976000;14.12.2022;06:00:00;-13.12;81.21;706.07;-12.8
1670979600;14.12.2022;07:00:00;-13.15;81.42;706.16;-12.83
1670983200;14.12.2022;08:00:00;-12.94;81.21;706.12;-12.61
1670986800;14.12.2022;09:00:00;-9.01;73.54;706.37;-8.72
1670990400;14.12.2022;10:00:00;-3.02;54.08;706.44;-2.98
1670994000;14.12.2022;11:00:00;-3.49;53.96;706.35;-3.22
1670997600;14.12.2022;12:00:00;-2.33;50.14;706.39;-2.1
1671001200;14.12.2022;13:00:00;-1.53;49.01;706.07;-1.29
1671004800;14.12.2022;14:00:00;-0.75;47.64;705.97;-0.54
1671008400;14.12.2022;15:00:00;-3.7;53.85;706.5;-3.44
1671012000;14.12.2022;16:00:00;-5.13;57.48;706.93;-4.88
1671015600;14.12.2022;17:00:00;-6.01;65.83;707;-5.74
1671019200;14.12.2022;18:00:00;-6.54;73.11;707.31;-6.26
1671022800;14.12.2022;19:00:00;-6.53;74.82;707.49;-6.26
1671026400;14.12.2022;20:00:00;-7.4;72.82;707.76;-7.13
1671030000;14.12.2022;21:00:00;-8.44;74.42;707.75;-8.17
1671033600;14.12.2022;22:00:00;-9.16;79;707.75;-8.88
1671037200;14.12.2022;23:00:00;-9.35;81.77;707.7;-9.07
1671040800;15.12.2022;00:00:00;-9.33;83.62;707.85;-9.03
